condition,scenario_id,MAD_C_mean,MAD_C_std,CVR_fraction_mean,CVR_fraction_std,CE_kWh_mean,CE_kWh_std,EC_USD_mean,EC_USD_std,RT_s_mean,RT_s_std,ST_s_mean,ST_s_std,OC_count_mean,OC_count_std,MO_C_mean,MO_C_std
C3,S1,0.8504913429024743,0.17366986430017253,0.0,0.0,0.020390519714720105,0.00035780308226370715,0.002446862365766412,4.293636987164484e-05,2544.0,108.9954127475097,6900.0,,0.0,,,
C3,S2,0.5025776863428874,0.10115801593443978,0.09,0.03881938232950705,0.04036016722320052,0.0004025589177071536,0.004843220066784061,4.830707012485841e-05,3960.0,261.5339366124404,5280.0,413.52146256270663,1.0,0.0,,
C3,S3,0.26367455377720395,0.01714232332952047,0.0,0.0,0.08255405470124831,0.001113823533607235,0.020709905747594067,0.00028080569049728665,2412.0,166.4932431061393,7020.0,216.33307652783935,0.0,0.0,0.6977316187869036,0.002595817470927456
C3,S4,0.31065785466557233,0.018338371773939526,0.004666666666666667,0.01043498389499902,0.039679342087410176,0.0011332416337082188,0.00716821854411272,0.0001999460172118918,1980.0,169.7056274847714,6264.0,116.96153213770756,0.6,0.5477225575051661,0.5374053407181776,0.1624142315430451
C3,S5,0.3676334150121685,0.02744538399317292,0.0011594202898550724,0.0025925425826084517,0.18763437169795352,0.002331674363080566,0.03292176517840669,0.0005417221336624373,2652.0,78.23042886243178,18384.0,385.5904563134311,0.2,0.447213595499958,1.4224656116682595,0.05945374172647195
C3,S6,0.4606646618210082,0.04597756420397482,0.01,0.0223606797749979,0.03267349673882073,0.0005998084082068472,0.003920819608658486,7.197700898482282e-05,2388.0,155.3061492665374,7176.0,376.1382724477795,0.0,0.0,,
