time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term
2026-04-02 12:00:00,25.24,38.0,38.20909832761504,6.018089988604319,0.12,-0.20909832761503822,2.0757294387397858,-12.545899656902293
2026-04-02 12:01:00,25.24,38.0,38.211320432407426,6.00530186219156,0.12,-0.21132043240742604,2.0722074315329952,-0.13332628754326947
2026-04-02 12:02:00,25.24,38.0,38.212973875255045,5.992999725581187,0.12,-0.2129738752550452,2.068657866945411,-0.09920657085714879
2026-04-02 12:03:00,25.24,38.0,38.21408943641589,5.981179692599548,0.12,-0.21408943641588962,2.065089709671813,-0.06693366965066616
2026-04-02 12:04:00,25.24,38.0,38.21469715325802,5.969837118094516,0.12,-0.2146971532580224,2.061511423784179,-0.0364630105279673
2026-04-02 12:05:00,25.24,38.0,38.21482630307434,5.958966653124482,0.12,-0.21482630307433936,2.057930985399607,-0.007748988979017213
2026-04-02 12:06:00,25.24,38.0,38.214505388495375,5.948562298278677,0.12,-0.21450538849537537,2.054355895591351,0.0192548747378396
2026-04-02 12:07:00,25.24,38.0,38.2137621253739,5.938617455131462,0.12,-0.21376212537389705,2.0507931935017862,0.044595787288699285
2026-04-02 12:08:00,25.24,38.0,38.21262343301769,5.929124975836784,0.12,-0.21262343301768993,2.047249469618158,0.06832154137242696
2026-04-02 12:09:00,25.24,38.0,38.21111542664947,5.92007721087253,0.12,-0.2111154266494708,2.0437308791740003,0.09048038209314768
2026-04-02 12:10:00,25.24,38.0,38.209263411975584,5.911466054947638,0.12,-0.2092634119755843,2.040243155641074,0.1111208804331909
2026-04-02 12:11:00,25.24,38.0,38.207091881747886,5.903282991087942,0.12,-0.2070918817478855,2.0367916242786093,0.13029181366192688
2026-04-02 12:12:00,25.24,38.0,38.20462451420609,5.895519132919436,0.12,-0.2046245142060883,2.033381215708508,0.14804205250783298
2026-04-02 12:13:00,25.24,38.0,38.201884173290686,5.888165265170303,0.12,-0.20188417329068642,2.0300164794869966,0.1644204549241124
2026-04-02 12:14:00,25.24,38.0,38.19889291051968,6.09004943846099,0.12,0.0,2.0300164794869966,12.113050397441185
2026-04-02 12:15:00,25.24,38.0,38.20427138059123,5.875564488840198,0.12,-0.20427138059122996,2.0266119564771428,-12.256282835473797
2026-04-02 12:16:00,25.24,38.0,38.200716044041336,5.869084023188025,0.12,-0.2007160440413358,2.0232666890764537,0.21332019299364902
2026-04-02 12:17:00,25.24,38.0,38.19696118324126,6.069800067229361,0.12,0.0,2.0232666890764537,12.042962642480148
2026-04-02 12:18:00,25.24,38.0,38.20154241441086,5.8581805320979585,0.12,-0.2015424144108593,2.0199076488362726,-12.092544864651558
2026-04-02 12:19:00,25.24,38.0,38.19732292644162,6.059722946508818,0.12,0.0,2.0199076488362726,12.092544864651558
2026-04-02 12:20:00,25.24,38.0,38.20148235668383,5.848166471990793,0.12,-0.20148235668383307,2.0165496095582087,-12.088941401029984
2026-04-02 12:21:00,25.24,38.0,38.19685165185355,6.049648828674626,0.12,0.0,2.0165496095582087,12.088941401029984
2026-04-02 12:22:00,25.24,38.0,38.2006051791694,5.839013390546755,0.12,-0.20060517916940057,2.0132061899053855,-12.036310750164034
2026-04-02 12:23:00,25.24,38.0,38.19561418374111,6.039618569716156,0.12,0.0,2.0132061899053855,12.036310750164034
2026-04-02 12:24:00,25.24,38.0,38.19897812306954,6.039618569716156,0.12,0.0,2.0132061899053855,0.0
2026-04-02 12:25:00,25.24,38.0,38.20227836153129,5.8272262901083005,0.12,-0.20227836153129175,2.009834883879864,-12.136701691877505
2026-04-02 12:26:00,25.24,38.0,38.196770318532195,6.029504651639592,0.12,0.0,2.009834883879864,12.136701691877505
2026-04-02 12:27:00,25.24,38.0,38.19969589880058,6.029504651639592,0.12,0.0,2.009834883879864,0.0
2026-04-02 12:28:00,25.24,38.0,38.202566079140354,5.816810268542221,0.12,-0.20256607914035385,2.006458782560858,-12.153964748421231
