KP,KI,KD,J_total,J_comfort_raw,J_energy_raw,J_response_raw,J_comfort_norm,J_energy_norm,J_response_norm
7.0,0.03,0.05,7.02013751133277,78735.38904191542,626088.7944165128,2.79383600492368,0.7317385226053594,0.9757345125029249,0.23857103858030482
3.0,1.5,0.01,7.085884883022628,24586.185393382755,656612.8048265164,5.761790471856896,0.22849520647796498,1.023304970052474,0.49201038805803293
7.0,0.01,0.0,7.171818130659407,83497.42517517618,624810.5321758623,2.7146592502845337,0.7759951818680771,0.9737423915843667,0.2318099829734654
0.1,2.5,0.03,7.178010075104302,54786.491958507766,664018.7877009135,4.212731926410936,0.5091660455644281,1.0348469001333171,0.35973329471488436
7.0,0.01,0.01,7.192545432097051,83501.04226451911,624808.9194868044,2.7387384998597657,0.7760287978017016,0.9737398782725397,0.23386615648160028
7.0,0.03,0.1,7.203632108349051,78782.48069029706,626074.1361301315,3.0061853268594607,0.7321761755290719,0.975711668145952,0.25670395625577397
7.0,0.0,0.01,7.204800034694152,86029.63628229257,624151.0692781088,2.6166901905716773,0.7995286454985142,0.9727146448577175,0.22344421623438632
7.0,0.0,0.0,7.20834076323509,86025.1646331779,624152.8800124619,2.6210766662859646,0.799487087592259,0.972717466815269,0.22381878584585263
7.0,0.1,0.2,7.221495494784597,64940.88174885974,630136.2264100463,3.7729171918976365,0.6035373095356455,0.9820422744662733,0.3221766672640096
7.0,0.01,0.03,7.236549351257278,83512.57606737051,624805.2720675663,2.789649224282384,0.7761359888369045,0.9737341939145637,0.23821352131581913
0.5,0.5,0.01,7.241971659081616,120571.02275678211,647626.2379939501,0.7377187585067121,1.120543927383109,1.0092997626671207,0.06299522594989507
7.0,0.01,0.05,7.28049854478061,83522.84248971126,624801.4785393247,2.840565095529084,0.7762314012912972,0.9737282818515106,0.24256132564726132
0.1,3.0,0.03,7.311086584997547,47724.456979154675,664893.2292766924,4.751276813471667,0.44353402030538974,1.0362096825888794,0.4057206800881719
7.0,0.0,0.03,7.372404151702323,86057.69326590179,624141.628541898,2.8114569316052993,0.799789397061246,0.9726999318453997,0.2400757234550694
7.0,0.0,0.05,7.421860820721606,86075.6209641647,624135.9868190627,2.8684089121998873,0.7999560106717234,0.9726911394444984,0.24493896279184907
0.3,0.5,0.0,7.429358039728351,137741.94755888023,648240.7026236895,0.02164007549155044,1.2801243562010338,1.0102573813807856,0.0018478877342395835
1.0,1.5,0.03,7.437788876926173,13381.646242523773,664015.9422729864,6.770107552272949,0.1243642302487275,1.0348424656469375,0.5781125260035598
7.0,0.01,0.1,7.492705300575575,83570.72996831455,624786.7815786724,3.0864951544793753,0.7766764503762242,0.9737053772222227,0.26356176714722307
1.0,2.0,0.03,7.56907506703201,10879.507908083744,666612.0961541606,7.055275117688149,0.10111025220306519,1.038888468329338,0.6024635337687346
0.1,2.0,0.03,7.62980839200832,65187.562920494354,663628.8949304529,4.176530373870891,0.6058298760458634,1.034239267740426,0.35664197440385775
7.0,0.0,0.1,7.653603645425665,86123.87421671166,624121.2904003263,3.1371971874018123,0.8004044591287548,0.9726682356597649,0.2678913114122126
0.1,1.0,0.01,7.743397068570791,98711.07453115674,661768.1478601414,2.488678758854884,0.9173853932919994,1.0313393673561142,0.21251307347546788
7.0,0.01,0.2,7.801373836993665,83699.64587603953,624757.4853630587,3.441006072042959,0.7778745486774695,0.9736597202340849,0.2938341373372233
5.0,0.2,0.2,7.8762370792418785,79621.17599798186,628423.2017735916,3.743926471569884,0.7399707095096509,0.9793725936263304,0.31970109380672934
1.0,0.5,0.03,7.950993356509549,117457.18941116845,644961.3008374127,1.7423443649727448,1.091605074858412,1.005146563982726,0.1487821418234763
7.0,0.0,0.2,8.01658388046161,86264.57284311567,624089.3007205039,3.554674683511943,0.8017120617998061,0.972618381014665,0.3035405190447915
2.0,0.8,0.03,8.070496736764373,58732.026765800016,650314.5741041892,5.068201785977582,0.5458344337683535,1.0134894276912532,0.4327835140231352
0.1,0.8,0.01,8.102052287902792,106515.7211312615,658031.4643521335,2.490799255453389,0.9899189851381934,1.025515894561873,0.21269414676499518
5.0,0.1,0.0,8.169340177339997,109138.98588607399,620288.4742014143,2.4957299580278622,1.0142986687778757,0.9666949438859613,0.21311518895646583
5.0,0.1,0.01,8.180873444864613,109156.75800803368,620283.8424460448,2.5082775695875394,1.014463836517879,0.9666877254792309,0.21418665367959877
5.0,0.1,0.03,8.212360413545127,109057.56283794233,620302.8668149689,2.5505142815196833,1.0135419521137317,0.9667173742023887,0.21779332787740802
3.0,2.0,0.01,8.255485079111676,17708.16666366477,658742.2860254722,7.501873834462907,0.16457336237484488,1.0266236818998624,0.6405994585337588
5.0,0.1,0.05,8.271073871793853,109093.35189176472,620292.5148618036,2.617343243538085,1.013874562769348,0.9667012410946486,0.22349998168524646
