condition,scenario_id,MAD_C_mean,MAD_C_std,CVR_fraction_mean,CVR_fraction_std,CE_kWh_mean,CE_kWh_std,EC_USD_mean,EC_USD_std,RT_s_mean,RT_s_std,ST_s_mean,ST_s_std,OC_count_mean,OC_count_std,MO_C_mean,MO_C_std
C2,S1,0.6758425216754348,0.29794801171633756,0.0,0.0,0.020297507147379972,0.00044491487715417154,0.002435700857685597,5.338978525850081e-05,2520.0,140.71247279470288,5640.0,1818.9007669468942,0.3333333333333333,0.5773502691896258,,
C2,S2,0.4661718670014225,0.09721746184061994,0.07666666666666667,0.03084459253886958,0.04041845274514992,0.00030344356326339716,0.00485021432941799,3.641322759160767e-05,3864.0,197.1801207018598,6300.0,2345.7621362789537,0.8,0.4472135954999579,,
C2,S3,0.25565475338932114,0.031130161984969252,0.0,0.0,0.08184055425135549,0.0011638344332978777,0.02021405701371604,0.00029064145444431926,2388.0,213.82235617446554,5496.0,2038.4994481235456,0.4,0.5477225575051661,1.1870456917169805,0.01997183770394819
C2,S4,0.37300421744901796,0.047582762058054937,0.038,0.008366600265340758,0.044212459722134154,0.0011931958370889686,0.008065266815689531,0.00020977070238908797,1812.0,130.0769003320728,5280.0,1679.4642002734086,0.6,0.5477225575051661,2.9525801350902485,0.18678926579910177
C2,S5,0.3390712240662944,0.0261932481556299,0.018115942028985508,0.01135394175071913,0.18667592277903705,0.0022015031420416034,0.03318024785744432,0.0005019305680500374,2604.0,100.39920318408906,17652.0,500.9191551538032,0.2,0.4472135954999579,3.277259914883237,0.0063952130575957705
C2,S6,0.5121439415115321,0.1278561446010917,0.06,0.08225224677031888,0.03279144331108664,0.0007419255281416975,0.003934973197330396,8.903106337700363e-05,2340.0,189.73665961010275,7212.0,1102.5969345141496,0.4,0.8944271909999159,,
