time,Ta_C,Tsp_base_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term,Kp,Ki,Kd,comfort_weight,energy_weight,response_weight
2026-04-02 08:00:00,21.88,39.0,39.0,21.88,14.25,0.12,17.12,0.0,1027.2,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:01:00,21.88,39.0,39.0,22.4667796276097,14.25,0.12,16.5332203723903,0.0,-35.20677765658206,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:02:00,21.88,39.0,39.0,23.042447767414075,14.25,0.12,15.957552232585925,0.0,-34.540088388262475,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:03:00,21.88,39.0,39.0,23.607214830878412,14.25,0.12,15.392785169121588,0.0,-33.886023807860255,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:04:00,21.88,39.0,39.0,24.16128724503446,14.25,0.12,14.838712754965542,0.0,-33.24434484936276,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:05:00,21.88,39.0,39.0,24.704867527931206,14.25,0.12,14.295132472068794,0.0,-32.61481697380489,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:06:00,21.88,39.0,39.0,25.23815436265691,14.220573825254526,0.12,13.76184563734309,0.22936409395571816,-31.997210083542242,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:07:00,21.88,39.0,39.0,25.76013097312719,14.139926182346674,0.12,13.23986902687281,0.45002857773693167,-31.318596628216753,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:08:00,21.88,39.0,39.0,26.268902361244976,14.055524715520722,0.12,12.731097638755024,0.6622135383828487,-30.526283287067173,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:09:00,21.88,39.0,39.0,26.76456401309833,13.967710929897423,0.12,12.23543598690167,0.8661374714978766,-29.73969911120122,1.0,2.0,0.0,0.34,0.33,0.33
2026-04-02 08:10:00,21.88,39.0,39.0,27.247223668946685,13.876810485084178,0.12,11.752776331053315,1.0620170770154318,-28.959579350901308,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:11:00,21.88,39.0,39.0,27.71700043869217,13.78313370071562,0.12,11.282999561307829,1.2500670697038956,-28.186606184729186,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:12:00,21.88,39.0,39.0,28.174023954917626,13.686976052659578,0.12,10.825976045082374,1.4305000037886018,-27.421410973527287,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:13:00,21.88,39.0,39.0,28.61843356239555,13.588618659768471,0.12,10.381566437604452,1.6035261110820094,-26.664576448675348,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:14:00,21.88,39.0,39.0,29.05037754298802,13.488328761076398,0.12,9.94962245701198,1.769353152032209,-25.916638835548298,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:15:00,21.88,39.0,39.0,29.470012374874038,13.386360183361244,0.12,9.529987625125962,1.9281862791176416,-25.178089913161088,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:16:00,21.88,39.0,39.0,29.87750202505743,13.28295379900927,0.12,9.122497974942569,2.080227912033351,-24.4493790110036,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:17:00,21.88,39.0,39.0,30.27301727412588,13.178337974136625,0.12,8.72698272587412,2.225677624131253,-23.730914944106942,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:18:00,21.88,39.0,39.0,30.656735072249063,13.072729006938474,0.12,8.343264927750937,2.3647320395937688,-23.02306788739095,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:19:00,21.88,39.0,39.0,31.028837925422025,12.966331556251445,0.12,7.971162074577975,2.497584740836735,-22.326171190377693,1.0,2.0,0.0,0.38,0.25,0.37
2026-04-02 08:20:00,21.88,39.0,39.0,31.389513310977996,12.859339060329539,0.12,7.610486689022004,2.624426185653768,-21.6405231333583,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:21:00,21.88,39.0,39.0,31.738953121413466,12.751934145846954,0.12,7.261046878586534,2.7454436336302104,-20.966388626128207,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:22:00,21.88,39.0,39.0,32.07735313558692,12.644289027153938,0.12,6.922646864413082,2.8608210813704282,-20.304000850407107,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:23:00,21.88,39.0,39.0,32.404912516371496,12.536565895823644,0.12,6.595087483628504,2.97073920609757,-19.65356284707468,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:24:00,21.88,39.0,39.0,32.72183333386089,12.428917300538885,0.12,6.278166666139107,3.0753753171998888,-19.015249049363803,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:25:00,21.88,39.0,39.0,33.028320113246835,12.321486517378048,0.12,5.971679886753165,3.1749033153124415,-18.389206763156523,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:26:00,21.88,39.0,39.0,33.32457940650552,12.214407910569179,0.12,5.675420593494479,3.2694936585373493,-17.77555759552115,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:27:00,21.88,39.0,39.0,33.61081938704979,12.107807283789919,0.12,5.389180612950213,3.359313335419853,-17.17439883265598,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:28:00,21.88,39.0,39.0,33.88724946652272,12.001802222099563,0.12,5.112750533477282,3.444525844311141,-16.58580476837585,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:29:00,21.88,39.0,39.0,34.15407993292774,11.896502424596948,0.12,4.845920067072257,3.5252911787623455,-16.009827984301523,1.0,2.0,0.0,0.45,0.2,0.35
2026-04-02 08:30:00,21.88,39.0,39.0,34.41152160930926,11.792010027905121,0.12,4.588478390690739,3.6017658186071912,-15.446500582891076,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:31:00,21.88,39.0,39.0,34.65978553221691,11.688419920590244,0.12,4.340214467783092,3.674102726403576,-14.895835374458812,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:32:00,21.88,39.0,39.0,34.89908264920555,11.58582004862808,0.12,4.100917350794447,3.7424513489168167,-14.357827019318705,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:33:00,21.88,39.0,39.0,35.1296235346419,11.484291712037002,0.12,3.870376465358099,3.8069576233394518,-13.832453126180866,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:34:00,21.88,39.0,39.0,35.351618123107286,11.383909852801374,0.12,3.6483818768927136,3.8677639879543304,-13.31967530792312,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:35:00,21.88,39.0,39.0,35.565275459704864,11.284743334213633,0.12,3.434724540295136,3.925009396959249,-12.819440195854668,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:36:00,21.88,39.0,39.0,35.77080346659764,11.186855211767602,0.12,3.2291965334023587,3.9788293391826217,-12.33168041356663,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:37:00,21.88,39.0,39.0,35.96840872512221,11.090302995738961,0.12,3.0315912748777905,4.029355860430585,-11.856315511474094,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:38:00,21.88,39.0,39.0,36.15829627284082,10.995138905592322,0.12,2.841703727159178,4.076717589216572,-11.393252863116743,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:39:00,21.88,39.0,39.0,36.34066941491243,10.901410116356963,0.12,2.6593305850875666,4.121039765634698,-10.942388524296689,1.0,2.0,0.0,0.5,0.15,0.35
2026-04-02 08:40:00,21.88,39.0,39.0,36.51572954918085,10.809158997115855,0.12,2.484270450819153,4.162444273148351,-10.50360805610481,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:41:00,21.88,39.0,39.0,36.68367600439545,10.718423341754736,0.12,2.3163239956045487,4.201049673075094,-10.076787312876263,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:42:00,21.88,39.0,39.0,36.844705890997105,10.629236592119845,0.12,2.155294109002895,4.236971241558475,-9.661793196099211,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:43:00,21.88,39.0,39.0,36.999013963918735,10.541628053734257,0.12,2.0009860360812652,4.270321008826496,-9.258484375297797,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:44:00,21.88,39.0,39.0,37.146792496866624,10.455623104224147,0.12,1.8532075031333761,4.301207800545385,-8.866711976873347,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:45:00,21.88,39.0,39.0,37.28823116756483,10.371243394607111,0.12,1.711768832435169,4.329737281085971,-8.486320241892429,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:46:00,21.88,39.0,39.0,37.423516953461245,10.288507043595322,0.12,1.5764830465387547,4.356011998528284,-8.117147153784856,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:47:00,21.88,39.0,39.0,37.5528340374095,10.207428825066755,0.12,1.4471659625905033,4.380131431238126,-7.759025036895082,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:48:00,21.88,39.0,39.0,37.6763637228565,10.128020348857868,0.12,1.3236362771434997,4.402192035857184,-7.411781126820216,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:49:00,21.88,39.0,39.0,37.794284358080674,10.050290235031005,0.12,1.2057156419193262,4.422287296555839,-7.0752381134504105,1.0,2.0,0.0,0.65,0.15,0.2
2026-04-02 08:50:00,21.88,39.0,39.0,37.90677126904066,9.974244281769662,0.12,1.0932287309593391,4.440507775405162,-6.749214657599225,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:51:00,21.88,39.0,39.0,38.0139967004092,9.899885627054148,0.12,0.9860032995907986,4.456941163731675,-6.433525882112434,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:52:00,21.88,39.0,39.0,38.116129764381,9.827214904269649,0.12,0.8838702356189998,4.471672334325325,-6.127983838307927,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:53:00,21.88,39.0,39.0,38.21333639685753,9.756230391897871,0.12,0.7866636031424719,4.4847833943777,-5.832397948591677,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:54:00,21.88,39.0,39.0,38.30577932062548,9.6869281574424,0.12,0.6942206793745171,4.496353739033942,-5.546575426077283,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:55:00,21.88,39.0,39.0,38.39361801515899,9.619302195736925,0.12,0.6063819848410077,4.5064601054479585,-5.270321672010567,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:56:00,21.88,39.0,39.0,38.47700869268885,9.553344561784106,0.12,0.5229913073111518,4.515176627236477,-5.003440651791351,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:57:00,21.88,39.0,39.0,38.55610428019485,9.489045498271608,0.12,0.4438957198051483,4.52257488923323,-4.745735250360212,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:58:00,21.88,39.0,39.0,38.631054406989996,9.42639355791013,0.12,0.36894559301000385,4.528723982450063,-4.497007607708667,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 08:59:00,21.88,39.0,39.0,38.70200539757732,9.365375720736898,0.12,0.2979946024226834,4.533690559157107,-4.257059435239228,1.0,2.0,0.0,0.75,0.15,0.1
2026-04-02 09:00:00,22.68,39.0,39.0,38.7842493813807,9.290323424220828,0.12,0.21575061861930322,4.5372864028007625,-4.93463902820281,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:01:00,22.68,39.0,39.0,38.86184549377079,9.074572805601525,0.12,0.0,4.5372864028007625,-12.945037117158193,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:02:00,22.68,39.0,39.0,38.92908814100025,9.074572805601525,0.12,0.0,4.5372864028007625,0.0,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:03:00,22.68,39.0,39.0,38.99505745524483,9.074572805601525,0.12,0.0,4.5372864028007625,0.0,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:04:00,22.68,39.0,39.0,39.0597775488344,9.074572805601525,0.12,0.0,4.5372864028007625,0.0,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:05:00,22.68,39.0,39.0,39.12327207749832,9.074572805601525,0.12,0.0,4.5372864028007625,0.0,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:06:00,22.68,39.0,39.0,39.18556424901187,9.074572805601525,0.12,0.0,4.5372864028007625,0.0,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:07:00,22.68,39.0,39.0,39.24667683167881,8.819673412866752,0.12,-0.24667683167881194,4.533175122272782,-14.800609900728716,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:08:00,22.68,39.0,39.0,39.29613603839053,8.76034300487535,0.12,-0.2961360383905287,4.52823952163294,-2.9675524027030065,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:09:00,22.68,39.0,39.0,39.34221558735371,8.702856269667048,0.12,-0.3422155873537065,4.5225359285103774,-2.764772937790667,1.0,2.0,0.0,0.85,0.1,0.05
2026-04-02 09:10:00,22.68,39.0,39.0,39.38505539495385,8.647181282235108,0.12,-0.3850553949538522,4.51611833859448,-2.570388456008743,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:11:00,22.68,39.0,39.0,39.42479141347273,8.593285549933803,0.12,-0.4247914134727324,4.509038481703268,-2.384161111132812,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:12:00,22.68,39.0,39.0,39.461555682780194,8.541136091200336,0.12,-0.4615556827801939,4.501345886990265,-2.2058561584476877,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:13:00,22.68,39.0,39.0,39.495476384288736,8.490699510215503,0.12,-0.49547638428873597,4.4930879472521195,-2.0352420905125257,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:14:00,22.68,39.0,39.0,39.52667789696073,8.44194206764482,0.12,-0.5266778969607273,4.484309982302774,-1.8720907603194803,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:15:00,22.68,39.0,39.0,39.55528085516797,8.394829747598644,0.12,-0.5552808551679718,4.475055301383308,-1.7161774924346673,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:16:00,22.68,39.0,39.0,39.581402208212864,8.349328320946656,0.12,-0.5814022082128645,4.46536526457976,-1.5672811826935629,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:17:00,22.68,39.0,39.0,39.605155281329594,8.30540340511894,0.12,-0.6051552813295942,4.455279343224267,-1.4251843870037817,1.0,2.0,0.0,0.9,0.05,0.05
2026-04-02 09:18:00,22.68,39.0,39.0,39.626649837992645,8.263020520522801,0.12,-0.6266498379926446,4.444835179257723,-1.2896733997830268,1.0,2.0,0.0,0.9,0.05,0.05
