time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term,Kp,Ki,Kd
2026-04-02 15:00:00,25.62,38.0,25.62,12.895833333333332,0.12,12.379999999999999,0.2063333333333333,742.8,1.0,2.5,0.0
2026-04-02 15:01:00,25.62,38.0,26.151018405687722,12.85852249407529,0.12,11.848981594312278,0.4038163599052046,-31.86110434126327,1.0,2.5,0.0
2026-04-02 15:02:00,25.62,38.0,26.670444872063968,12.811160824696378,0.12,11.329555127936032,0.5926422787041384,-31.16558798257472,1.0,2.5,0.0
2026-04-02 15:03:00,25.62,38.0,27.1780850403756,12.754433779702431,0.12,10.8219149596244,0.7730075280312118,-30.458410098697897,1.0,2.5,0.0
2026-04-02 15:04:00,25.62,38.0,27.67377645763767,12.689001676705459,0.12,10.326223542362332,0.9451112537372506,-29.741485035724153,1.0,2.5,0.0
2026-04-02 15:05:00,25.62,38.0,28.157386937378458,12.837331035530088,0.12,9.842613062621542,1.109154804780943,-29.01662878444739,1.0,2.7,0.0
2026-04-02 15:06:00,25.62,38.0,28.637947415324565,12.778062923894376,0.12,9.362052584675435,1.2651890145255336,-28.83362867676638,1.0,2.7,0.0
2026-04-02 15:07:00,25.62,38.0,29.106967298979164,12.709229511785715,0.12,8.893032701020836,1.4134062262092142,-28.141193019275974,1.0,2.7,0.0
2026-04-02 15:08:00,25.62,38.0,29.56427125020548,12.631533354300153,0.12,8.43572874979452,1.5540017053724562,-27.438237073578904,1.0,2.7,0.0
2026-04-02 15:09:00,25.62,38.0,30.00971618061298,12.545651195765068,0.12,7.99028381938702,1.6871731023622398,-26.726695824450033,1.0,2.7,0.0
2026-04-02 15:10:00,25.62,38.0,30.443189578040222,12.633546261598838,0.12,7.556810421959778,1.813119942728236,-26.008403845634547,1.0,2.8,0.0
2026-04-02 15:11:00,25.62,38.0,30.87207385484024,12.537298538239607,0.12,7.127926145159758,1.931918711814232,-25.733056608001164,1.0,2.8,0.0
2026-04-02 15:12:00,25.62,38.0,31.288873369424177,12.433684933082542,0.12,6.711126630575823,2.043770822323829,-25.007970875036136,1.0,2.8,0.0
2026-04-02 15:13:00,25.62,38.0,31.69351365483272,12.323347343781805,0.12,6.306486345167279,2.1488789280766167,-24.278417124512615,1.0,2.8,0.0
2026-04-02 15:14:00,25.62,38.0,32.08594808599398,12.206902001940831,0.12,5.9140519140060235,2.247446459976717,-23.546065869675346,1.0,2.8,0.0
2026-04-02 15:15:00,25.62,38.0,32.46615629563436,12.55287526951407,0.12,5.533843704365637,2.339677188382811,-22.81249257842319,1.0,3.0,0.0
2026-04-02 15:16:00,25.62,38.0,32.85341105473786,12.422949957673678,0.12,5.146588945262138,2.4254536708038468,-23.235285546209923,1.0,3.0,0.0
2026-04-02 15:17:00,25.62,38.0,33.227982604906444,12.286979277259775,0.12,4.772017395093556,2.504987294055406,-22.474293010114934,1.0,3.0,0.0
2026-04-02 15:18:00,25.62,38.0,33.589862187057896,12.145606585755427,0.12,4.410137812942104,2.5784895909377745,-21.712774929087146,1.0,3.0,0.0
2026-04-02 15:19:00,25.62,38.0,33.93906769983957,11.999447687981776,0.12,4.060932300160431,2.6461717959404485,-20.95233076690036,1.0,3.0,0.0
2026-04-02 15:20:00,25.62,38.0,34.27564206027698,12.22152701850282,0.12,3.7243579397230206,2.7082444282691656,-20.194461626244617,1.1,3.0,0.0
2026-04-02 15:21:00,25.62,38.0,34.61498759296899,12.017497552893161,0.12,3.385012407031013,2.7646613017196824,-20.360731961520457,1.1,3.0,0.0
2026-04-02 15:22:00,25.62,38.0,34.939505719411045,11.813552327836344,0.12,3.060494280588955,2.815669539729498,-19.47108758652348,1.1,3.0,0.0
2026-04-02 15:23:00,25.62,38.0,35.24948068596575,11.610105830327882,0.12,2.75051931403425,2.861511528296736,-18.598497993282308,1.1,3.0,0.0
2026-04-02 15:24:00,25.62,38.0,35.54520842394136,11.407544897357642,0.12,2.454791576058639,2.9024247212310463,-17.74366427853664,1.1,3.0,0.0
2026-04-02 15:25:00,25.62,38.0,35.826995189762506,11.423530176490006,0.12,2.1730048102374937,2.938641468068338,-16.90720594926873,1.2,3.0,0.0
2026-04-02 15:26:00,25.62,38.0,36.104104165636315,11.18579419715962,0.12,1.8958958343636851,2.970239731974399,-16.626538552428514,1.2,3.0,0.0
2026-04-02 15:27:00,25.62,38.0,36.36617632039896,10.952998795424502,0.12,1.6338236796010435,2.9974701266344166,-15.7243292857585,1.2,3.0,0.0
2026-04-02 15:28:00,25.62,38.0,36.61369983787915,10.72528558255431,0.12,1.3863001621208468,3.020575129336431,-14.851411048811798,1.2,3.0,0.0
2026-04-02 15:29:00,25.62,38.0,36.84715948866686,10.502776027175715,0.12,1.1528405113331388,3.0397891378586497,-14.007579047262482,1.2,3.0,0.0
2026-04-02 15:30:00,25.62,38.0,37.067035865323675,10.378868995388988,0.12,0.9329641346763253,3.055338540103255,-13.192582599408809,1.3,3.0,0.0
2026-04-02 15:31:00,25.62,38.0,37.277646393187595,10.14119298950651,0.12,0.7223536068124048,3.0673777668834616,-12.636631671835232,1.3,3.0,0.0
2026-04-02 15:32:00,25.62,38.0,37.47448181003637,9.911582857101282,0.12,0.525518189963627,3.0761364033828555,-11.810125010926669,1.3,3.0,0.0
2026-04-02 15:33:00,25.62,38.0,37.658135099391,9.689926825970721,0.12,0.34186490060900354,3.081834151726339,-11.019197361277406,1.3,3.0,0.0
2026-04-02 15:34:00,25.62,38.0,37.82918341330346,9.245502455179016,0.12,0.0,3.081834151726339,-20.511894036540212,1.3,3.0,0.0
2026-04-02 15:35:00,25.62,38.0,37.978692397247826,9.245502455179016,0.12,0.0,3.081834151726339,0.0,1.3,3.0,0.0
2026-04-02 15:36:00,25.62,38.0,38.125370220780816,9.245502455179016,0.12,0.0,3.081834151726339,0.0,1.3,3.0,0.0
2026-04-02 15:37:00,25.62,38.0,38.26927049585982,8.881987285768258,0.12,-0.2692704958598213,3.077346310128675,-16.15622975158928,1.3,3.0,0.0
2026-04-02 15:38:00,25.62,38.0,38.395477166892846,8.698144755080683,0.12,-0.39547716689284584,3.070755024013794,-7.572400261981471,1.3,3.0,0.0
2026-04-02 15:39:00,25.62,38.0,38.511723760130664,8.521437995864986,0.12,-0.5117237601306641,3.062226294678283,-6.9747955942690965,1.3,3.0,0.0
2026-04-02 15:40:00,25.62,38.0,38.61849271684598,8.031406846146837,0.12,-0.618492716845978,3.05191808273085,-6.40613740291883,1.3,3.0,0.05
2026-04-02 15:41:00,25.62,38.0,38.70306158861496,7.952914488255418,0.12,-0.7030615886149576,3.0402003895872673,-5.074132306138779,1.3,3.0,0.05
2026-04-02 15:42:00,25.62,38.0,38.78279691079743,7.824619372637855,0.12,-0.7827969107974297,3.02715377440731,-4.784119330948329,1.3,3.0,0.05
2026-04-02 15:43:00,25.62,38.0,38.85573945943377,7.707385407077316,0.12,-0.8557394594337708,3.012891450083414,-4.376552918180465,1.3,3.0,0.05
2026-04-02 15:44:00,25.62,38.0,38.922473335834816,7.593133717670104,0.12,-0.922473335834816,2.997516894486167,-4.004032584062713,1.3,3.0,0.05
2026-04-02 15:45:00,25.62,38.0,38.98323891256785,7.446422075252987,0.12,-0.9832389125678489,2.9811295792767027,-3.6459346039819707,1.3,3.0,0.06
2026-04-02 15:46:00,25.62,38.0,39.03681258739186,7.350826515484671,0.12,-1.0368125873918572,2.9638493694868386,-3.2144204894404993,1.3,3.0,0.06
2026-04-02 15:47:00,25.62,38.0,39.085435382364814,7.251168280365372,0.12,-1.085435382364814,2.9457587797807583,-2.9173676983774044,1.3,3.0,0.06
2026-04-02 15:48:00,25.62,38.0,39.12903375839157,7.156126611817326,0.12,-1.1290337583915715,2.926941550474232,-2.615902561605452,1.3,3.0,0.06
2026-04-02 15:49:00,25.62,38.0,39.16789295858007,7.064276036661013,0.12,-1.1678929585800688,2.907476667831231,-2.3315520113098387,1.3,3.0,0.06
2026-04-02 15:50:00,25.62,38.0,39.20223412711642,6.975785725155665,0.12,-1.2022341271164194,2.8874394323792907,-2.0604701121810365,1.3,3.0,0.06
2026-04-02 15:51:00,25.62,38.0,39.23228118652556,6.890569281455453,0.12,-1.2322811865255616,2.8669014126038648,-1.8028235645485324,1.3,3.0,0.06
2026-04-02 15:52:00,25.62,38.0,39.25825026148172,6.8085777149691005,0.12,-1.2582502614817201,2.8459305749125026,-1.5581444973695113,1.3,3.0,0.06
2026-04-02 15:53:00,25.62,38.0,39.28035136672708,6.729753400772643,0.12,-1.280351366727082,2.824591385467051,-1.3260663147217144,1.3,3.0,0.06
2026-04-02 15:54:00,25.62,38.0,39.29878816723148,6.65403764882283,0.12,-1.2987881672314785,2.802944916013193,-1.1062080302637867,1.3,3.0,0.06
2026-04-02 15:55:00,25.62,38.0,39.31375805457515,6.581369779925892,0.12,-1.3137580545751533,2.7810489484369403,-0.8981932406204862,1.3,3.0,0.06
2026-04-02 15:56:00,25.62,38.0,39.32545218383586,6.51168753179388,0.12,-1.325452183835857,2.7589580787063426,-0.7016477556422274,1.3,3.0,0.06
2026-04-02 15:57:00,25.62,38.0,39.33405552649779,6.444927241764041,0.12,-1.3340555264977922,2.7367238199313793,-0.5162005597161112,1.3,3.0,0.06
2026-04-02 15:58:00,25.62,38.0,39.3397469298826,6.381024052267316,0.12,-1.339746929882601,2.714394704433336,-0.3414842030885268,1.3,3.0,0.06
2026-04-02 15:59:00,25.62,38.0,39.342699183915606,6.319912100495122,0.12,-1.342699183915606,2.692016384701409,-0.17713524198029518,1.3,3.0,0.06
2026-04-02 16:00:00,25.67,38.0,39.34402591393205,6.256837942236761,0.2,-1.3440259139320503,2.6696159528025416,-0.07960380098666064,1.3,3.0,0.06
2026-04-02 16:01:00,25.67,38.0,39.34273028320183,6.200826246713941,0.2,-1.3427302832018313,2.6472371147491778,0.0777378438131393,1.3,3.0,0.06
2026-04-02 16:02:00,25.67,38.0,39.33915276445496,6.146734179722082,0.2,-1.3391527644549583,2.624917902008262,0.21465112481237725,1.3,3.0,0.06
2026-04-02 16:03:00,25.67,38.0,39.33341561395045,6.095296369007907,0.2,-1.33341561395045,2.602694308442421,0.34422903027049756,1.3,3.0,0.06
2026-04-02 16:04:00,25.67,38.0,39.325669023002206,6.0463174716879635,0.2,-1.325669023002206,2.5805998247257174,0.46479545689464885,1.3,3.0,0.06
2026-04-02 16:05:00,25.67,38.0,39.3160522951078,5.999749096201472,0.2,-1.3160522951078022,2.558665619807254,0.5770036736642226,1.3,3.0,0.06
2026-04-02 16:06:00,25.67,38.0,39.30470010321512,5.955519610895012,0.2,-1.3047001032151186,2.536920618087002,0.681131513561013,1.3,3.0,0.06
2026-04-02 16:07:00,25.67,38.0,39.29174162043891,5.913561204662814,0.2,-1.2917416204389127,2.5153915910796867,0.7775089665723556,1.3,3.0,0.06
2026-04-02 16:08:00,25.67,38.0,39.27730078152846,5.873805738253269,0.2,-1.27730078152846,2.494103244720879,0.8664503346271601,1.3,3.0,0.06
2026-04-02 16:09:00,25.67,38.0,39.26149636855106,5.836185523337359,0.2,-1.2614963685510574,2.473078305245028,0.9482647786441589,1.3,3.0,0.06
2026-04-02 16:10:00,25.67,38.0,39.24444212703312,5.800633313704959,0.2,-1.2444421270331176,2.4523376031278095,1.0232544910763863,1.3,3.0,0.06
2026-04-02 16:11:00,25.67,38.0,39.22624687953939,5.7670824129826785,0.2,-1.2262468795393886,2.4319001551354864,1.0917148496237417,1.3,3.0,0.06
2026-04-02 16:12:00,25.67,38.0,39.20701464153702,5.73546675614,0.2,-1.2070146415370218,2.411783244443203,1.1539342801420105,1.3,3.0,0.06
2026-04-02 16:13:00,25.67,38.0,39.18684473842175,5.705720987675237,0.2,-1.1868447384217475,2.3920024988028405,1.2101941869164534,1.3,3.0,0.06
2026-04-02 16:14:00,25.67,38.0,39.16583192354756,5.677780533166403,0.2,-1.1658319235475574,2.3725719667437146,1.2607688924514093,1.3,3.0,0.06
2026-04-02 16:15:00,25.67,38.0,39.144066496967575,5.651581665012854,0.2,-1.1440664969675751,2.353504191794255,1.3059255947989357,1.3,3.0,0.06
2026-04-02 16:16:00,25.67,38.0,39.12163442463352,5.627061562530114,0.2,-1.1216344246335197,2.33481028471703,1.3459243400433252,1.3,3.0,0.06
2026-04-02 16:17:00,25.67,38.0,39.09861745781247,5.604158366660019,0.2,-1.0986174578124732,2.3164999937534887,1.3810180092627888,1.3,3.0,0.06
2026-04-02 16:18:00,25.67,38.0,39.07509325249519,5.582811229534161,0.2,-1.0750932524951935,2.2985817728785687,1.4114523190367834,1.3,3.0,0.06
2026-04-02 16:19:00,25.67,38.0,39.05113548858412,5.562960359126994,0.2,-1.0511354885841229,2.2810628480688333,1.4374658346642377,1.3,3.0,0.06
2026-04-02 16:20:00,25.67,38.0,39.02681398866317,5.544547059226644,0.2,-1.0268139886631715,2.2639492815911137,1.4592899952570804,1.3,3.0,0.06
2026-04-02 16:21:00,25.67,38.0,39.002194836164264,5.527513764947651,0.2,-1.0021948361642643,2.2472460343217096,1.4771491499344336,1.3,3.0,0.06
2026-04-02 16:22:00,25.67,38.0,38.977340492758614,5.51180407400134,0.2,-0.9773404927586142,2.230957026109066,1.4912606043390042,1.3,3.0,0.06
2026-04-02 16:23:00,25.67,38.0,38.952309914812616,5.497362773935759,0.2,-0.9523099148126164,2.2150851941955225,1.50183467675987,1.3,3.0,0.06
2026-04-02 16:24:00,25.67,38.0,38.92715866876021,5.4841358655489625,0.2,-0.9271586687602067,2.1996325497161857,1.5090747631445822,1.3,3.0,0.06
2026-04-02 16:25:00,25.67,38.0,38.901939045254586,5.487202356778472,0.2,-0.9019390452545863,2.184600232295276,1.5131774103372209,1.3,3.0,0.07
2026-04-02 16:26:00,25.67,38.0,38.877323260869396,5.472800589129943,0.2,-0.8773232608693959,2.1699781779474527,1.4769470631114245,1.3,3.0,0.07
2026-04-02 16:27:00,25.67,38.0,38.85258058153202,5.462870001991128,0.2,-0.8525805815320169,2.155768501588586,1.4845607602427435,1.3,3.0,0.07
2026-04-02 16:28:00,25.67,38.0,38.82789752228944,5.453312698493836,0.2,-0.8278975222894402,2.1419702095504287,1.480983554554598,1.3,3.0,0.07
2026-04-02 16:29:00,25.67,38.0,38.80328832504606,5.444830018261294,0.2,-0.8032883250460614,2.128582070799661,1.4765518346027307,1.3,3.0,0.07
2026-04-02 16:30:00,25.67,38.0,38.77879584144081,5.437240257595939,0.2,-0.7787958414408109,2.115602140108981,1.4695490163150282,1.3,3.0,0.07
2026-04-02 16:31:00,25.67,38.0,38.75445462955003,5.4305257603756685,0.2,-0.7544546295500325,2.103027896283147,1.4604727134467055,1.3,3.0,0.07
2026-04-02 16:32:00,25.67,38.0,38.730297866009586,5.424639976606375,0.2,-0.730297866009586,2.090856265182987,1.4494058124267895,1.3,3.0,0.07
2026-04-02 16:33:00,25.67,38.0,38.70635618239642,5.419543020489096,0.2,-0.7063561823964193,2.079083662143047,1.4365010167900039,1.3,3.0,0.07
2026-04-02 16:34:00,25.67,38.0,38.68265798783779,5.415195119994353,0.2,-0.6826579878377927,2.067706029012417,1.4218916735175924,1.3,3.0,0.07
2026-04-02 16:35:00,25.67,38.0,38.65922951578122,5.4115578233702095,0.2,-0.6592295157812202,2.0567188704160637,1.4057083233943501,1.3,3.0,0.07
2026-04-02 16:36:00,25.67,38.0,38.63609491955972,5.4085937739728855,0.2,-0.6360949195597172,2.046117288423402,1.3880757732901827,1.3,3.0,0.07
2026-04-02 16:37:00,25.67,38.0,38.61327635687551,5.40626674676194,0.2,-0.6132763568755095,2.03589601580881,1.3691137610524606,1.3,3.0,0.07
2026-04-02 16:38:00,25.67,38.0,38.59079407418668,5.404541634567483,0.2,-0.5907940741866824,2.0260494479056987,1.3489369613296276,1.3,3.0,0.07
2026-04-02 16:39:00,25.67,38.0,38.568666488930404,5.403384441737419,0.2,-0.5686664889304041,2.016571673090192,1.3276551153767002,1.3,3.0,0.07
2026-04-02 16:40:00,25.67,38.0,38.546910269927494,5.40276227468068,0.2,-0.5469102699274941,2.0074565019247337,1.305373140174595,1.3,3.0,0.07
2026-04-02 16:41:00,25.67,38.0,38.52554041587504,5.402643331363192,0.2,-0.5255404158750423,1.998697494993483,1.2821912431471105,1.3,3.0,0.07
2026-04-02 16:42:00,25.67,38.0,38.50457033192016,5.402996889498719,0.2,-0.5045703319201635,1.9902879894614802,1.2582050372927256,1.3,3.0,0.07
2026-04-02 16:43:00,25.67,38.0,38.48401190429738,5.403793293598654,0.2,-0.4840119042973825,1.982221124389857,1.2335056573668624,1.3,3.0,0.07
2026-04-02 16:44:00,25.67,38.0,38.46387557301944,5.405003940960667,0.2,-0.46387557301944327,1.974489864839533,1.208179876676354,1.3,3.0,0.07
2026-04-02 16:45:00,25.67,38.0,38.44417040261466,5.4066012666889005,0.2,-0.44417040261465957,1.9670870247959553,1.182310224287022,1.3,3.0,0.07
2026-04-02 16:46:00,25.67,38.0,38.42490415090791,5.408558727830516,0.2,-0.42490415090791345,1.9600052889474902,1.155975102404767,1.3,3.0,0.07
2026-04-02 16:47:00,25.67,38.0,38.40608333584598,5.410850786710532,0.2,-0.40608333584597744,1.9532372333500572,1.1292489037161602,1.3,3.0,0.07
2026-04-02 16:48:00,25.67,38.0,38.387713300371175,5.413452893543256,0.2,-0.3877133003711748,1.9467753450105376,1.102202128488159,1.3,3.0,0.07
2026-04-02 16:49:00,25.67,38.0,38.369798275350576,5.416341468394853,0.2,-0.3697982753505755,1.9406120404213614,1.0749015012359564,1.3,3.0,0.07
2026-04-02 16:50:00,25.67,38.0,38.35234144057073,5.419493882568934,0.2,-0.3523414405707328,1.9347396830785157,1.0474100867905634,1.3,3.0,0.07
2026-04-02 16:51:00,25.67,38.0,38.335344983810984,5.422888439481665,0.2,-0.3353449838109839,1.9291506000149994,1.0197874055849354,1.3,3.0,0.07
2026-04-02 16:52:00,25.67,38.0,38.31881015801056,5.426504355092541,0.2,-0.3188101580105567,1.92383709738149,0.992089548025632,1.3,3.0,0.07
2026-04-02 16:53:00,25.67,38.0,38.302737336547345,5.430321737951043,0.2,-0.30273733654734514,1.918791475105701,0.9643692877926924,1.3,3.0,0.07
2026-04-02 16:54:00,25.67,38.0,38.28712606664825,5.434321568918174,0.2,-0.28712606664824847,1.9140060406615635,0.9366761939458002,1.3,3.0,0.07
2026-04-02 16:55:00,25.67,38.0,38.27197512095313,5.438485680617465,0.2,-0.2719751209531296,1.9094731219790113,0.9090567417071327,1.3,3.0,0.07
2026-04-02 16:56:00,25.67,38.0,38.25728254725613,5.442796736668646,0.2,-0.257282547256132,1.9051850795247425,0.8815544218198568,1.3,3.0,0.07
2026-04-02 16:57:00,25.67,38.0,38.24304571645006,5.447238210752136,0.2,-0.24304571645006234,1.9011343175839082,0.854209848364178,1.3,3.0,0.07
2026-04-02 16:58:00,25.67,38.0,38.229261368700676,5.451794365553233,0.2,-0.22926136870067637,1.8973132947722302,0.8270608649631583,1.3,3.0,0.07
2026-04-02 16:59:00,25.67,38.0,38.21592565787968,5.456450231627308,0.2,-0.21592565787968,1.893714533807569,0.800142649259783,1.3,3.0,0.07
2026-04-02 17:00:00,25.34,38.0,38.19678518562375,6.588031364517363,0.2,0.0,1.893714533807569,12.9555394727808,1.3,3.0,0.07
2026-04-02 17:01:00,25.34,38.0,38.22460286697218,4.434597689727126,0.2,-0.22460286697217668,1.889971152691366,-13.476172018330601,1.3,3.0,0.07
2026-04-02 17:02:00,25.34,38.0,38.16322072854328,6.61324549935724,0.2,0.0,1.889971152691366,13.476172018330601,1.3,3.0,0.07
2026-04-02 17:03:00,25.34,38.0,38.19271225502161,5.669913458074098,0.2,0.0,1.889971152691366,0.0,1.3,3.0,0.07
